field.pose.position.x,field.pose.position.y,,,
-30.07326508,-31.75059891,,,
-30.13875198,-31.75141716,,,
-30.2528553,-31.75022125,,,
-30.31734657,-31.75124359,,,
-30.43212128,-31.74688339,,,
-30.48670959,-31.74854279,,,
-30.60338974,-31.74438477,,,
-30.68430901,-31.74163628,,,
-30.76378632,-31.74658966,,,
-30.86371613,-31.74261284,,,
-30.93372345,-31.74020386,,,
-31.04610634,-31.74597168,,,
-31.11571121,-31.74372864,,,
-31.23405647,-31.74263763,,,
-31.28622055,-31.74707603,,,
-31.41876411,-31.74273491,,,
-31.47912979,-31.7395668,,,
-31.58298492,-31.73493385,,,
-31.67440033,-31.73842239,,,
-31.75321198,-31.7376194,,,
-31.83417892,-31.73903847,,,
-31.95117378,-31.73483849,,,
-32.01270294,-31.71879768,,,
-32.12714767,-31.72200394,,,
-32.17379379,-31.733078,,,
-32.28336334,-31.74125671,,,
-32.35821152,-31.73742485,,,
-32.44213104,-31.73100853,,,
-32.53513336,-31.73191834,,,
-32.61253357,-31.72104263,,,
-32.72548294,-31.71393204,,,
-32.77558899,-31.72367668,,,
-32.88617706,-31.71836281,,,
-32.9407196,-31.72089767,,,
-33.06370544,-31.71730995,,,
-33.13076019,-31.71644974,,,
-33.25233078,-31.71009827,,,
-33.31977844,-31.69249535,,,
-33.40676498,-31.72911072,,,
-33.49456787,-31.73016167,,,
-33.57436752,-31.73162079,,,
-33.68482971,-31.72589111,,,
-33.76920319,-31.71739578,,,
-33.86388016,-31.70066071,,,
-33.9564209,-31.71170807,,,
-34.02744293,-31.7233429,,,
-34.11763763,-31.70806313,,,
-34.21299362,-31.69071007,,,
-34.289711,-31.69174576,,,
-34.39496613,-31.70835114,,,
-34.49351883,-31.69977951,,,
-34.55029678,-31.70541954,,,
-34.64171219,-31.71390915,,,
-34.7317543,-31.71139336,,,
-34.81907654,-31.70826721,,,
-34.93019867,-31.70398712,,,
-35.00277328,-31.7010498,,,
-35.08986664,-31.69379234,,,
-35.19283295,-31.6997242,,,
-35.28620148,-31.70211601,,,
-35.35684586,-31.70127869,,,
-35.46158981,-31.673563,,,
-35.56400299,-31.70004845,,,
-35.64859772,-31.69885635,,,
-35.72964859,-31.69180298,,,
-35.78738022,-31.69446182,,,
-35.8871727,-31.70464325,,,
-35.96783447,-31.70383835,,,
-36.05898666,-31.69343758,,,
-36.14289856,-31.69954109,,,
-36.23566818,-31.69748116,,,
-36.32937241,-31.70020866,,,
-36.41294479,-31.70122337,,,
-36.50138474,-31.69848442,,,
-36.55684662,-31.70904922,,,
-36.65498352,-31.69995117,,,
-36.77532959,-31.69624519,,,
-36.83343506,-31.70545197,,,
-36.92988968,-31.71558952,,,
-36.99178696,-31.72654915,,,
-37.08454895,-31.72037315,,,
-37.20597839,-31.71846008,,,
-37.27051926,-31.70920944,,,
-37.38108826,-31.7208004,,,
-37.43135071,-31.72321129,,,
-37.55967331,-31.73417282,,,
-37.59664917,-31.73342514,,,
-37.70134735,-31.74155617,,,
-37.79143143,-31.74587631,,,
-37.86788559,-31.7493515,,,
-37.92174149,-31.76632309,,,
-38.00443649,-31.77503395,,,
-38.12506104,-31.7787571,,,
-38.16435623,-31.78044319,,,
-38.2834549,-31.77900696,,,
-38.34788132,-31.78705597,,,
-38.47415543,-31.8042717,,,
-38.53137589,-31.80522919,,,
-38.64926529,-31.8097229,,,
-38.70046234,-31.81594849,,,
-38.80922699,-31.82312393,,,
-38.87226105,-31.82944489,,,
-38.99562073,-31.84313965,,,
-39.03412247,-31.84655762,,,
-39.15857315,-31.85653114,,,
-39.20922089,-31.8614254,,,
-39.34876633,-31.86750221,,,
-39.40040588,-31.88074684,,,
-39.50918579,-31.88051033,,,
-39.57546234,-31.88557053,,,
-39.68098831,-31.90164566,,,
-39.74649429,-31.90457726,,,
-39.86842728,-31.9166851,,,
-39.9211998,-31.92760658,,,
-40.04313278,-31.93427467,,,
-40.09162521,-31.93895149,,,
-40.21811295,-31.95080948,,,
-40.26839828,-31.95502281,,,
-40.39233398,-31.96511459,,,
-40.44063187,-31.97589684,,,
-40.55935287,-31.97827339,,,
-40.61671066,-31.98460579,,,
-40.71111679,-32.0004425,,,
-40.8096962,-32.00597763,,,
-40.89709854,-32.01076126,,,
-40.98792648,-32.02095032,,,
-41.08777618,-32.02928162,,,
-41.15474319,-32.01564789,,,
-41.23714447,-32.03268051,,,
-41.29980087,-32.07148361,,,
-41.35942078,-32.06552124,,,
-41.44834518,-32.06399155,,,
-41.55702209,-32.07430267,,,
-41.64916611,-32.08314133,,,
-41.7249527,-32.09295273,,,
-41.81499863,-32.10826111,,,
-41.90151215,-32.10763168,,,
-41.98646164,-32.10985947,,,
-42.06967545,-32.11818695,,,
-42.15893173,-32.11819458,,,
-42.24443817,-32.12316895,,,
-42.32831573,-32.12923813,,,
-42.4098587,-32.13511276,,,
-42.48596573,-32.14168549,,,
-42.57876968,-32.14320374,,,
-42.6696167,-32.14413452,,,
-42.72344208,-32.14699936,,,
-42.84838486,-32.14299774,,,
-42.92752075,-32.13092422,,,
-43.0291748,-32.15013504,,,
-43.11511612,-32.15570831,,,
-43.1910286,-32.17088699,,,
-43.28281403,-32.17476273,,,
-43.35237122,-32.14789963,,,
-43.47346497,-32.16363525,,,
-43.54190445,-32.17084503,,,
-43.73256302,-32.17996979,,,
-43.81706619,-32.16446304,,,
-43.92908478,-32.17404175,,,
-44.02045441,-32.16888809,,,
-44.12504196,-32.18155289,,,
-44.18805695,-32.18098068,,,
-44.3002739,-32.18203354,,,
-44.3576622,-32.18458176,,,
-44.48134232,-32.18125153,,,
-44.54546356,-32.18362808,,,
-44.66202164,-32.18624878,,,
-44.73036575,-32.17846298,,,
-44.82645416,-32.19024658,,,
-44.98774719,-32.19712067,,,
-45.08067703,-32.19636536,,,
-45.25863266,-32.20144653,,,
-45.34139633,-32.20104218,,,
-45.42211151,-32.19990921,,,
-45.52788162,-32.18520737,,,
-45.61115265,-32.20972061,,,
-45.68639374,-32.21073532,,,
-45.7741127,-32.2075882,,,
-45.86080551,-32.20405197,,,
-45.94116592,-32.21058655,,,
-46.03260803,-32.21294785,,,
-46.11471558,-32.21498871,,,
-46.21672058,-32.21266174,,,
-46.29356003,-32.21977997,,,
-46.39136124,-32.21697617,,,
-46.4668541,-32.22292709,,,
-46.55994797,-32.2402916,,,
-46.64897537,-32.2409935,,,
-46.72920609,-32.23160172,,,
-46.82494354,-32.21903992,,,
-46.92594147,-32.21056747,,,
-46.99980164,-32.22653961,,,
-47.11725616,-32.22654724,,,
-47.17476273,-32.2286644,,,
-47.30036545,-32.23004913,,,
-47.34289551,-32.22645187,,,
-47.46201324,-32.23493958,,,
-47.52132034,-32.24154282,,,
-47.62553024,-32.25903702,,,
-47.71376801,-32.23147202,,,
-47.80142593,-32.22846222,,,
-47.89651489,-32.22534561,,,
-47.96955109,-32.24147415,,,
-48.05482101,-32.24942398,,,
-48.14065552,-32.24387741,,,
-48.22060013,-32.24919128,,,
-48.32177353,-32.24788284,,,
-48.41770554,-32.24718094,,,
-48.49625778,-32.24669266,,,
-48.58382797,-32.24519348,,,
-48.6617775,-32.24301529,,,
-48.74899292,-32.26084518,,,
-48.82264709,-32.26867294,,,
-48.93306732,-32.25881958,,,
-49.19120407,-32.26007462,,,
-49.28632355,-32.26070404,,,
-49.34794235,-32.26963043,,,
-49.53995895,-32.26831436,,,
-49.63473129,-32.25344849,,,
-49.80459213,-32.28272247,,,
-49.88655472,-32.2672348,,,
-49.98283386,-32.2677536,,,
-50.15531158,-32.27635956,,,
-50.24237823,-32.27583694,,,
-50.35046768,-32.28147888,,,
-50.4161377,-32.28598022,,,
-50.50634766,-32.28721237,,,
-50.58823776,-32.2889061,,,
-50.67419815,-32.28594208,,,
-50.7783165,-32.27672958,,,
-50.83467484,-32.28390503,,,
-50.95241165,-32.28403473,,,
-51.0237999,-32.28458405,,,
-51.13968277,-32.28796387,,,
-51.21570206,-32.28898239,,,
-51.33115768,-32.2883606,,,
-51.37526703,-32.28947067,,,
-51.48233414,-32.28501892,,,
-51.58220673,-32.29336929,,,
-51.67486572,-32.296772,,,
-51.75835037,-32.29348755,,,
-51.84310532,-32.29219818,,,
-51.93373871,-32.28814316,,,
-52.02787018,-32.28631973,,,
-52.12041855,-32.29184341,,,
-52.30387497,-32.30235291,,,
-52.35257721,-32.28562164,,,
-52.45170593,-32.29151917,,,
-52.52313614,-32.29071808,,,
-52.62942505,-32.29910278,,,
-52.69403458,-32.307724,,,
-52.79263687,-32.29975128,,,
-52.89592361,-32.29685974,,,
-52.99360657,-32.2926445,,,
-53.09321594,-32.28764343,,,
-53.14452744,-32.2931366,,,
-53.25811386,-32.31024933,,,
-53.32970428,-32.30588531,,,
-53.42318726,-32.30556107,,,
-53.50597,-32.30469131,,,
-53.59381104,-32.2919426,,,
-53.66796875,-32.30252457,,,
-53.75970078,-32.31002426,,,
-53.83256149,-32.31209946,,,
-53.92951584,-32.30849838,,,
-54.02718353,-32.30037308,,,
-54.11617661,-32.28547668,,,
-54.19600677,-32.31189346,,,
-54.2905159,-32.30684662,,,
-54.35759735,-32.29076386,,,
-54.45728683,-32.29520416,,,
-54.53708649,-32.29883194,,,
-54.65803528,-32.30897522,,,
-54.73266602,-32.3107605,,,
-54.807621,-32.31205368,,,
-54.90904999,-32.30687332,,,
-54.98775482,-32.34202194,,,
-55.07899475,-32.31183243,,,
-55.16667938,-32.30433273,,,
-55.26966858,-32.31767654,,,
-55.32992554,-32.32592392,,,
-55.44118881,-32.3122406,,,
-55.54078674,-32.31083298,,,
-55.61958694,-32.30631638,,,
-55.72204208,-32.31910706,,,
-55.8664093,-32.30828476,,,
-55.95538712,-32.31251526,,,
-56.043293,-32.32369232,,,
-56.11833191,-32.33401871,,,
-56.22184372,-32.32975006,,,
-56.29543686,-32.31884384,,,
-56.384655,-32.32522202,,,
-56.4583168,-32.33286667,,,
-56.54200745,-32.3434906,,,
-56.63293839,-32.32805634,,,
-56.71351624,-32.33507156,,,
-56.8016243,-32.33181763,,,
-56.91609955,-32.32394409,,,
-56.99528122,-32.33040237,,,
-57.0929718,-32.33489227,,,
-57.1370697,-32.35161972,,,
-57.23301315,-32.36414337,,,
-57.40934753,-32.34428406,,,
-57.49505997,-32.34345245,,,
-57.56317139,-32.37088394,,,
-57.64202881,-32.37130737,,,
-57.73612976,-32.39504623,,,
-57.81045151,-32.39867401,,,
-57.92642975,-32.39765549,,,
-57.9753952,-32.39664078,,,
-58.08197021,-32.4074707,,,
-58.14122009,-32.4216423,,,
-58.26356125,-32.41941834,,,
-58.31174469,-32.43423462,,,
-58.42323303,-32.43785095,,,
-58.51184464,-32.44165802,,,
-58.59918976,-32.45409393,,,
-58.70318985,-32.45685577,,,
-58.75435638,-32.4645462,,,
-58.86836243,-32.49471664,,,
-58.95560837,-32.47837067,,,
-59.1392746,-32.49295807,,,
-59.30899048,-32.51128769,,,
-59.39123535,-32.52015305,,,
-59.45684433,-32.54852295,,,
-59.5580864,-32.52861404,,,
-59.65282822,-32.53664398,,,
-59.76574326,-32.53487778,,,
-59.92378616,-32.55865479,,,
-60.08487701,-32.56742859,,,
-60.17697525,-32.58384705,,,
-60.28495407,-32.59116745,,,
-60.37291336,-32.59509659,,,
-60.44060135,-32.60192108,,,
-60.53470612,-32.60539627,,,
-60.63471985,-32.59599304,,,
-60.71153259,-32.62761307,,,
-60.79477692,-32.62644959,,,
-60.90316391,-32.63829422,,,
-60.98551941,-32.64615631,,,
-61.06175995,-32.64765167,,,
-61.17654419,-32.6455574,,,
-61.32653427,-32.66053772,,,
-61.41536713,-32.67359924,,,
-61.51554108,-32.68939972,,,
-61.58322525,-32.68463135,,,
-61.6801796,-32.67169952,,,
-61.75298691,-32.69998169,,,
-61.86574936,-32.69731522,,,
-61.94677734,-32.72211838,,,
-62.0324173,-32.73151016,,,
-62.11634827,-32.73094177,,,
-62.21961212,-32.73738098,,,
-62.29734039,-32.72488403,,,
-62.35430527,-32.764431,,,
-62.44467545,-32.77569199,,,
-62.52983856,-32.78144073,,,
-62.6314621,-32.78633499,,,
-62.70915604,-32.78060532,,,
-62.80226517,-32.79354477,,,
-62.9029274,-32.79479599,,,
-62.99881363,-32.77750778,,,
-63.05987549,-32.79824448,,,
-63.14107895,-32.79745102,,,
-63.22126007,-32.81296158,,,
-63.40607452,-32.82800674,,,
-63.50148773,-32.83410645,,,
-63.56811905,-32.83156967,,,
-63.67267227,-32.82819748,,,
-63.74895859,-32.83710861,,,
-63.83782196,-32.85519409,,,
-63.93019867,-32.8547821,,,
-64.01271057,-32.8459053,,,
-64.10336304,-32.85832596,,,
-64.20716095,-32.86661911,,,
-64.27471924,-32.8686676,,,
-64.3642807,-32.86266327,,,
-64.45212555,-32.86928177,,,
-64.53947449,-32.87516022,,,
-64.61527252,-32.88956451,,,
-64.71203613,-32.87490845,,,
-64.81800079,-32.86549377,,,
-64.88491821,-32.87911224,,,
-64.99106598,-32.87527466,,,
-65.06829071,-32.88508224,,,
-65.14812469,-32.88507843,,,
-65.26099396,-32.87825012,,,
-65.33157349,-32.87774658,,,
-65.42070007,-32.88790894,,,
-65.49435425,-32.87276459,,,
-65.60991669,-32.87879181,,,
-65.66412354,-32.89945221,,,
-65.76132965,-32.88468933,,,
-65.94615173,-32.89951324,,,
-66.03592682,-32.88621521,,,
-66.13781738,-32.88625717,,,
-66.21697235,-32.88779831,,,
-66.31050873,-32.88992691,,,
-66.41706085,-32.87339401,,,
-66.48272705,-32.87659073,,,
-66.55132294,-32.8755188,,,
-66.65486145,-32.8699646,,,
-66.73352814,-32.87294006,,,
-66.82263947,-32.87117004,,,
-66.88619995,-32.86565018,,,
-66.9841156,-32.85673904,,,
-67.08562469,-32.86418915,,,
-67.16577911,-32.85863113,,,
-67.25091553,-32.84865189,,,
-67.35125732,-32.84600067,,,
-67.42333221,-32.8461113,,,
-67.52933502,-32.83018494,,,
-67.6029892,-32.85127258,,,
-67.70078278,-32.85445023,,,
-67.79324341,-32.83274078,,,
-67.89440918,-32.84259796,,,
-67.95044708,-32.83465958,,,
-68.02902222,-32.82557678,,,
-68.12737274,-32.8300209,,,
-68.20542908,-32.85131073,,,
-68.29293823,-32.81241989,,,
-68.46730042,-32.80173492,,,
-68.63930511,-32.79061127,,,
-68.73090363,-32.77950668,,,
-68.82261658,-32.7830658,,,
-68.9052887,-32.7870636,,,
-68.98480225,-32.78952789,,,
-69.07528687,-32.78458786,,,
-69.16142273,-32.76918411,,,
-69.24365997,-32.75172424,,,
-69.32156372,-32.75148392,,,
-69.39281464,-32.76599884,,,
-69.49131775,-32.74765778,,,
-69.5922699,-32.73527908,,,
-69.64838409,-32.72537613,,,
-69.74276733,-32.73934174,,,
-69.82226563,-32.72426605,,,
-69.91957855,-32.70124054,,,
-70.087883,-32.69441986,,,
-70.17808533,-32.6615448,,,
-70.24967957,-32.65926743,,,
-70.33383942,-32.65297699,,,
-70.38632965,-32.64569092,,,
-70.51544952,-32.64445114,,,
-70.54882813,-32.62694931,,,
-70.67222595,-32.62195587,,,
-70.7615509,-32.61356735,,,
-70.83273315,-32.59626389,,,
-70.90224457,-32.57318497,,,
-71.00598907,-32.55337906,,,
-71.06725311,-32.55331802,,,
-71.14776611,-32.53409576,,,
-71.23239136,-32.51382065,,,
-71.33145905,-32.50130463,,,
-71.40457153,-32.48830795,,,
-71.47763824,-32.46943283,,,
-71.58879852,-32.46856689,,,
-71.63211823,-32.43918228,,,
-71.7414856,-32.41425705,,,
-71.82175446,-32.41167068,,,
-71.86373901,-32.41287613,,,
-72.04898071,-32.38785553,,,
-72.12747192,-32.33335876,,,
-72.30078888,-32.31031036,,,
-72.37769318,-32.28259277,,,
-72.4619751,-32.26167297,,,
-72.53348541,-32.23355484,,,
-72.60624695,-32.21748734,,,
-72.67884064,-32.20347214,,,
-72.78430176,-32.17409515,,,
-72.82206726,-32.143116,,,
-72.91532898,-32.11493301,,,
-72.98059082,-32.1238327,,,
-73.06797028,-32.10052872,,,
-73.14733124,-32.08499908,,,
-73.21901703,-32.07162094,,,
-73.30955505,-32.04114532,,,
-73.39317322,-32.00831604,,,
-73.47268677,-31.97109985,,,
-73.55170441,-31.93023109,,,
-73.62181854,-31.91368294,,,
-73.70126343,-31.89214897,,,
-73.76741791,-31.8600769,,,
-73.85764313,-31.84333801,,,
-73.91893005,-31.80633354,,,
-74.0203476,-31.76442909,,,
-74.0800705,-31.744524,,,
-74.14406586,-31.72603416,,,
-74.2456665,-31.69999504,,,
-74.3294754,-31.67170143,,,
-74.38413239,-31.62467575,,,
-74.45427704,-31.60260201,,,
-74.54704285,-31.56041336,,,
-74.61094666,-31.53421021,,,
-74.68991089,-31.49538422,,,
-74.76093292,-31.46863365,,,
-74.84030914,-31.43134499,,,
-74.91304016,-31.38959312,,,
-74.98104858,-31.35846519,,,
-75.05099487,-31.32517624,,,
-75.12207031,-31.28913116,,,
-75.21948242,-31.26080513,,,
-75.27914429,-31.21996498,,,
-75.33544159,-31.1888485,,,
-75.407341,-31.15148544,,,
-75.47521973,-31.10904121,,,
-75.55872345,-31.06853104,,,
-75.6339798,-31.02527046,,,
-75.69676971,-30.98594856,,,
-75.78595734,-30.95633888,,,
-75.85879517,-30.91831398,,,
-75.92469788,-30.88363075,,,
-75.99686432,-30.84081459,,,
-76.05197144,-30.79833221,,,
-76.13215637,-30.76278496,,,
-76.21266937,-30.72590446,,,
-76.2930069,-30.69155121,,,
-76.35357666,-30.65052414,,,
-76.41535187,-30.60666656,,,
-76.48595428,-30.56635284,,,
-76.55712128,-30.51116753,,,
-76.61253357,-30.4535656,,,
-76.67203522,-30.39234924,,,
-76.74475098,-30.34665871,,,
-76.79957581,-30.29279327,,,
-76.85964966,-30.26681709,,,
-76.94935608,-30.22361755,,,
-76.97773743,-30.16109657,,,
-77.0684433,-30.12088776,,,
-77.20401764,-30.00817871,,,
-77.25229645,-29.96855164,,,
-77.32513428,-29.91109467,,,
-77.38848114,-29.8687973,,,
-77.46199799,-29.82644844,,,
-77.54350281,-29.77879715,,,
-77.58486938,-29.72813416,,,
-77.63657379,-29.68271065,,,
-77.69376373,-29.60350609,,,
-77.77410889,-29.55216408,,,
-77.82904816,-29.50567245,,,
-77.87332153,-29.44463348,,,
-77.97261047,-29.38224983,,,
-78.06363678,-29.28016853,,,
-78.13533783,-29.21164894,,,
-78.15901184,-29.15377426,,,
-78.24012756,-29.12281799,,,
-78.31190491,-29.06293678,,,
-78.37283325,-29.0290966,,,
-78.40459442,-28.92088127,,,
-78.4832077,-28.88090897,,,
-78.56221008,-28.817976,,,
-78.60349274,-28.75810814,,,
-78.6505661,-28.69701004,,,
-78.68932343,-28.64249229,,,
-78.76089478,-28.57765961,,,
-78.82428741,-28.52350998,,,
-78.87703705,-28.44640541,,,
-78.91970062,-28.40339279,,,
-78.97155762,-28.33491516,,,
-79.02040863,-28.27509499,,,
-79.09682465,-28.21890259,,,
-79.15291595,-28.14301682,,,
-79.21195984,-28.08106041,,,
-79.24839783,-28.02382278,,,
-79.31247711,-27.96384621,,,
-79.32089996,-27.90076447,,,
-79.46355438,-27.78292274,,,
-79.51625061,-27.71015167,,,
-79.58175659,-27.65089989,,,
-79.60874939,-27.5929203,,,
-79.65543365,-27.52884102,,,
-79.72659302,-27.44442558,,,
-79.7400589,-27.3761692,,,
-79.79838562,-27.31324005,,,
-79.81056213,-27.25970078,,,
-79.87802124,-27.18966484,,,
-79.90988159,-27.14369965,,,
-79.98383331,-27.05773544,,,
-80.03263855,-26.98573494,,,
-80.05259705,-26.92684937,,,
-80.11490631,-26.85342598,,,
-80.17818451,-26.77975273,,,
-80.19387817,-26.72207832,,,
-80.23397827,-26.65924835,,,
-80.26104736,-26.58299828,,,
-80.32040405,-26.49694824,,,
-80.37361908,-26.43302345,,,
-80.41815948,-26.37603951,,,
-80.43042755,-26.29823875,,,
-80.49430084,-26.21215057,,,
-80.51394653,-26.14450645,,,
-80.58388519,-26.08422661,,,
-80.58657837,-26.00208664,,,
-80.64893341,-25.93208885,,,
-80.65302277,-25.86454391,,,
-80.73842621,-25.79577637,,,
-80.76249695,-25.72422791,,,
-80.80448151,-25.64894295,,,
-80.85984802,-25.59427452,,,
-80.8645401,-25.51932907,,,
-80.94300842,-25.44676971,,,
-80.95929718,-25.3839283,,,
-80.97620392,-25.29798889,,,
-81.02513123,-25.22864342,,,
-81.03866577,-25.14744949,,,
-81.099823,-25.07496071,,,
-81.10740662,-24.99936867,,,
-81.14122009,-24.93904114,,,
-81.17481995,-24.85038376,,,
-81.20824432,-24.76812363,,,
-81.24346161,-24.68457413,,,
-81.25024414,-24.60909081,,,
-81.29668427,-24.53868866,,,
-81.31286621,-24.46710014,,,
-81.35751343,-24.38339615,,,
-81.34590149,-24.30667114,,,
-81.39511871,-24.22688484,,,
-81.45172882,-24.15380478,,,
-81.46892548,-24.07690811,,,
-81.4835434,-23.9918499,,,
-81.50762939,-23.90958405,,,
-81.50001526,-23.83246994,,,
-81.55401611,-23.75557709,,,
-81.58435059,-23.68937874,,,
-81.60666656,-23.60334778,,,
-81.58675385,-23.52897072,,,
-81.63303375,-23.45354462,,,
-81.64308929,-23.39347839,,,
-81.6924057,-23.32754135,,,
-81.73468781,-23.23002625,,,
-81.72737122,-23.1303215,,,
-81.71988678,-23.06058693,,,
-81.76783752,-23.00688171,,,
-81.76066589,-22.92571449,,,
-81.81380463,-22.83733559,,,
-81.79785156,-22.73776436,,,
-81.81752777,-22.6609745,,,
-81.81854248,-22.58675003,,,
-81.8468399,-22.4898243,,,
-81.84072876,-22.39039612,,,
-81.87276459,-22.3410244,,,
-81.89443207,-22.27201843,,,
-81.90990448,-22.18659592,,,
-81.92657471,-22.11331749,,,
-81.95256805,-22.01262665,,,
-81.94139862,-21.92884636,,,
-81.93325806,-21.83612823,,,
-81.94896698,-21.75671005,,,
-81.99681091,-21.67687798,,,
-81.97333527,-21.6002636,,,
-81.99125671,-21.52232552,,,
-81.97164154,-21.43873787,,,
-81.99596405,-21.35733414,,,
-82.02710724,-21.27599525,,,
-82.02318573,-21.18207932,,,
-82.02951813,-21.10955238,,,
-82.02503967,-21.02794838,,,
-82.03585052,-20.95000267,,,
-82.05370331,-20.8561573,,,
-82.02301788,-20.76807022,,,
-82.03876495,-20.67195702,,,
-82.04238129,-20.60193062,,,
-82.06928253,-20.51046181,,,
-82.05480194,-20.42284203,,,
-82.05653381,-20.34344673,,,
-82.06281281,-20.25598335,,,
-82.06780243,-20.17011833,,,
-82.06690979,-20.06885147,,,
-82.04566956,-19.99014664,,,
-82.08070374,-19.91351509,,,
-82.05960846,-19.83398628,,,
-82.05898285,-19.74526405,,,
-82.05912781,-19.65853882,,,
-82.04149628,-19.57702637,,,
-82.03942108,-19.4748764,,,
-82.05181885,-19.408535,,,
-82.04909515,-19.32862663,,,
-82.04658508,-19.24420357,,,
-82.05255127,-19.16343308,,,
-82.02996063,-19.06385994,,,
-82.04471588,-18.99234581,,,
-82.03924561,-18.90255547,,,
-82.04331207,-18.8248806,,,
-82.03330994,-18.74153137,,,
-82.02084351,-18.65121651,,,
-82.02702332,-18.5667038,,,
-82.04122925,-18.47719193,,,
-82.02940369,-18.39791489,,,
-81.99285126,-18.30628967,,,
-81.97574615,-18.21688652,,,
-81.96871948,-18.11482048,,,
-81.96867371,-18.03686142,,,
-81.96469116,-17.94626045,,,
-81.95999146,-17.85612106,,,
-81.91875458,-17.77332306,,,
-81.90779877,-17.68339348,,,
-81.87452698,-17.59081841,,,
-81.90250397,-17.50728607,,,
-81.89820099,-17.43801117,,,
-81.8842392,-17.36497879,,,
-81.86739349,-17.26521301,,,
-81.85791779,-17.15034866,,,
-81.84413147,-17.07222557,,,
-81.83843994,-17.00846863,,,
-81.82501984,-16.9220314,,,
-81.81768799,-16.82494164,,,
-81.82015228,-16.74612808,,,
-81.80646515,-16.64651299,,,
-81.7989502,-16.54370499,,,
-81.78630829,-16.4647522,,,
-81.76403046,-16.37856674,,,
-81.74692535,-16.28884315,,,
-81.73148346,-16.20635223,,,
-81.71515656,-16.11820602,,,
-81.71012115,-16.03960037,,,
-81.68963623,-15.94176769,,,
-81.6734848,-15.8540659,,,
-81.65492249,-15.76900864,,,
-81.6499939,-15.67649651,,,
-81.61969757,-15.58948326,,,
-81.62097931,-15.50075436,,,
-81.61917114,-15.42317677,,,
-81.61238098,-15.35023975,,,
-81.59069824,-15.25708961,,,
-81.563797,-15.15590668,,,
-81.56247711,-15.07617664,,,
-81.53572845,-14.98478889,,,
-81.52410126,-14.89308071,,,
-81.49106598,-14.79754353,,,
-81.4462204,-14.69542122,,,
-81.46588898,-14.6222086,,,
-81.46273041,-14.54515266,,,
-81.46675873,-14.47836971,,,
-81.43813324,-14.3836298,,,
-81.42840576,-14.29214191,,,
-81.42805481,-14.19788647,,,
-81.41890717,-14.12379169,,,
-81.40066528,-14.0388031,,,
-81.36453247,-13.94513798,,,
-81.35920715,-13.840765,,,
-81.33700562,-13.77856159,,,
-81.33528137,-13.68756294,,,
-81.34664917,-13.61188507,,,
-81.30917358,-13.52235889,,,
-81.30589294,-13.44807911,,,
-81.29576874,-13.35278797,,,
-81.29477692,-13.28396606,,,
-81.2901535,-13.18391514,,,
-81.25443268,-13.09816265,,,
-81.27362061,-13.02630043,,,
-81.27179718,-12.94309521,,,
-81.25074005,-12.85159588,,,
-81.25591278,-12.75968933,,,
-81.25321198,-12.68932343,,,
-81.23512268,-12.60959435,,,
-81.2516861,-12.53229713,,,
-81.20023346,-12.41430187,,,
-81.21340942,-12.32567501,,,
-81.19909668,-12.24193478,,,
-81.21296692,-12.17476082,,,
-81.18461609,-12.08831692,,,
-81.18398285,-12.01451969,,,
-81.1700058,-11.93142891,,,
-81.15921021,-11.85281944,,,
-81.16205597,-11.76258755,,,
-81.15850067,-11.67508888,,,
-81.16259766,-11.58957672,,,
-81.14821625,-11.51095009,,,
-81.15310669,-11.41773891,,,
-81.12260437,-11.31532097,,,
-81.11360168,-11.23901653,,,
-81.10884857,-11.14845467,,,
-81.12402344,-11.07656002,,,
-81.0983963,-10.97807884,,,
-81.13373566,-10.9022007,,,
-81.13342285,-10.82679176,,,
-81.11750793,-10.7323761,,,
-81.10938263,-10.6403656,,,
-81.11406708,-10.54711628,,,
-81.11606598,-10.4473772,,,
-81.12950134,-10.37078571,,,
-81.13428497,-10.30097008,,,
-81.13246918,-10.24145222,,,
-81.14608765,-10.16004753,,,
-81.14024353,-10.0794878,,,
-81.10160828,-9.981215477,,,
-81.09598541,-9.885527611,,,
-81.09368896,-9.786455154,,,
-81.09712982,-9.714457512,,,
-81.08822632,-9.618004799,,,
-81.08653259,-9.542856216,,,
-81.08976746,-9.464808464,,,
-81.09170532,-9.37693882,,,
-81.09934235,-9.29220295,,,
-81.04457855,-9.196487427,,,
-81.07978821,-9.117778778,,,
-81.06227112,-9.038304329,,,
-81.05960846,-8.944450378,,,
-81.06757355,-8.853450775,,,
-81.05844116,-8.775078774,,,
-81.0394516,-8.685074806,,,
-81.04844666,-8.616903305,,,
-81.04206848,-8.539251328,,,
-81.07775116,-8.451681137,,,
-81.0359726,-8.361627579,,,
-81.02663422,-8.290765762,,,
-81.02237701,-8.212388992,,,
-81.03897858,-8.1305933,,,
-80.9977417,-8.0521698,,,
-80.96865082,-7.974401474,,,
-80.97153473,-7.887270927,,,
-80.97710419,-7.80223465,,,
-80.96811676,-7.709140301,,,
-80.95565796,-7.64244175,,,
-80.94731903,-7.576058865,,,
-80.94554901,-7.497867107,,,
-80.94416046,-7.425914764,,,
-80.93206787,-7.350384235,,,
-80.9317627,-7.273618221,,,
-80.9211731,-7.189152241,,,
-80.92163849,-7.094419003,,,
-80.90668488,-7.027142525,,,
-80.8755188,-6.936460972,,,
