field.pose.position.x,field.pose.position.y,,,
-9.866173744,-32.29793549,,,
-9.95075798,-32.27353287,,,
-10.03126049,-32.25471497,,,
-10.11269188,-32.24255753,,,
-10.20988274,-32.22412109,,,
-10.29979515,-32.19416428,,,
-10.36103153,-32.19380951,,,
-10.47739983,-32.17439651,,,
-10.52993202,-32.15453339,,,
-10.66212463,-32.14906693,,,
-10.71328163,-32.12746048,,,
-10.82136917,-32.10777283,,,
-10.9017849,-32.08460999,,,
-10.98924732,-32.09013748,,,
-11.06663704,-32.05671692,,,
-11.17706776,-32.0249176,,,
-11.27056217,-32.02912903,,,
-11.36750698,-31.99822617,,,
-11.41701508,-31.98582268,,,
-11.51870346,-31.97968674,,,
-11.60888481,-31.95927429,,,
-11.6804924,-31.94541359,,,
-11.76442909,-31.92524338,,,
-11.85099506,-31.90851021,,,
-11.92825317,-31.89985657,,,
-12.01061249,-31.89575577,,,
-12.09280491,-31.86930084,,,
-12.17278385,-31.84992027,,,
-12.25813198,-31.82938957,,,
-12.34419727,-31.83138275,,,
-12.44346333,-31.82822227,,,
-12.52177715,-31.8056488,,,
-12.61211967,-31.78183937,,,
-12.68967819,-31.77064896,,,
-12.8038435,-31.75347137,,,
-12.84946251,-31.74399376,,,
-12.95130539,-31.71954536,,,
-13.01710415,-31.71844101,,,
-13.10680866,-31.71284676,,,
-13.19581699,-31.69170761,,,
-13.27494526,-31.68435669,,,
-13.36124611,-31.67596626,,,
-13.45184517,-31.6624527,,,
-13.52543736,-31.6533432,,,
-13.62283897,-31.64372063,,,
-13.70052242,-31.63036919,,,
-13.79400635,-31.62449455,,,
-13.87449837,-31.61940765,,,
-13.97561359,-31.60176277,,,
-14.06027985,-31.57278442,,,
-14.14704418,-31.57555199,,,
-14.23800755,-31.56490517,,,
-14.29758453,-31.55177879,,,
-14.38817787,-31.55227661,,,
-14.46609688,-31.55194473,,,
-14.55850601,-31.5541954,,,
-14.62150383,-31.53533745,,,
-14.75346947,-31.51251984,,,
-14.81939411,-31.50450706,,,
-14.89804745,-31.5004673,,,
-14.98390007,-31.4970932,,,
-15.07061768,-31.48711777,,,
-15.14912319,-31.47799492,,,
-15.23234749,-31.46902466,,,
-15.32986736,-31.45042801,,,
-15.40681171,-31.4539566,,,
-15.48115444,-31.45928001,,,
-15.56518555,-31.44734383,,,
-15.67218018,-31.45654869,,,
-15.7402916,-31.43787384,,,
-15.83656597,-31.42865753,,,
-15.93031025,-31.42156029,,,
-15.98730946,-31.42207909,,,
-16.08179474,-31.41809273,,,
-16.15405846,-31.42272186,,,
-16.27534103,-31.41232491,,,
-16.34547997,-31.40851021,,,
-16.42459106,-31.40784264,,,
-16.52181053,-31.39995003,,,
-16.6125164,-31.3911438,,,
-16.69792938,-31.38291168,,,
-16.77737999,-31.37548447,,,
-16.86065483,-31.38129425,,,
-16.95451546,-31.39069939,,,
-17.01514053,-31.37690163,,,
-17.13717079,-31.36394119,,,
-17.18738174,-31.36629677,,,
-17.33066368,-31.3690052,,,
-17.38916206,-31.35660362,,,
-17.49509239,-31.36231041,,,
-17.54725266,-31.35698891,,,
-17.66337967,-31.35504341,,,
-17.73979378,-31.35328484,,,
-17.82119942,-31.3544178,,,
-17.910532,-31.36068153,,,
-17.98844147,-31.35977745,,,
-18.07542992,-31.36033058,,,
-18.14000893,-31.3577919,,,
-18.2639389,-31.35232925,,,
-18.33308029,-31.35869217,,,
-18.5075016,-31.37560463,,,
-18.56771088,-31.36789322,,,
-18.64947891,-31.35013771,,,
-18.75183678,-31.36122131,,,
-18.82719421,-31.37570381,,,
-18.93021774,-31.367342,,,
-18.99169922,-31.37628746,,,
-19.1062355,-31.37133217,,,
-19.16020966,-31.37766457,,,
-19.2786274,-31.38042068,,,
-19.34231186,-31.38304138,,,
-19.46208,-31.38740158,,,
-19.52529716,-31.38221931,,,
-19.61542702,-31.37221718,,,
-19.70153427,-31.3917408,,,
-19.78583527,-31.38816643,,,
-19.87726974,-31.38628197,,,
-19.96871567,-31.38359833,,,
-20.07516289,-31.39208984,,,
-20.14443016,-31.4048233,,,
-20.25566483,-31.40185547,,,
-20.30338669,-31.41311264,,,
-20.4081459,-31.40566254,,,
-20.46780777,-31.41535378,,,
-20.58469009,-31.41331291,,,
-20.64484596,-31.41634369,,,
-20.75336647,-31.41884232,,,
-20.81016731,-31.4242878,,,
-20.91451073,-31.42097092,,,
-20.98678589,-31.42815399,,,
-21.08525848,-31.43168449,,,
-21.15736008,-31.43148422,,,
-21.27412605,-31.43619728,,,
-21.32924843,-31.44156456,,,
-21.45065308,-31.44345284,,,
-21.51000595,-31.44946671,,,
-21.63386345,-31.44994545,,,
-21.68647957,-31.45554352,,,
-21.8134613,-31.45521545,,,
-21.86765671,-31.46014977,,,
-21.97809601,-31.466259,,,
-22.03893471,-31.46377945,,,
-22.16905022,-31.47116852,,,
-22.21712303,-31.47531128,,,
-22.33850479,-31.47717667,,,
-22.42016602,-31.46336937,,,
-22.50280952,-31.47153091,,,
-22.5872364,-31.47983933,,,
-22.6835289,-31.49061775,,,
-22.75557709,-31.50126266,,,
-22.83872032,-31.49991608,,,
-22.93438149,-31.49046707,,,
-23.02548027,-31.49723816,,,
-23.12433434,-31.50303078,,,
-23.19372368,-31.51003456,,,
-23.26568794,-31.52276421,,,
-23.35407639,-31.5219593,,,
-23.45284081,-31.51783562,,,
-23.52467346,-31.52329445,,,
-23.63474655,-31.50209999,,,
-23.7130661,-31.52519608,,,
-23.79504395,-31.54359245,,,
-23.88772774,-31.5352726,,,
-23.97595978,-31.5295887,,,
-24.0592556,-31.54699326,,,
-24.17170906,-31.55138588,,,
-24.24646568,-31.55215073,,,
-24.33886528,-31.5596962,,,
-24.43073463,-31.56399155,,,
-24.5001297,-31.56470871,,,
-24.61724472,-31.56348228,,,
-24.67933655,-31.57145309,,,
-24.78648376,-31.57803917,,,
-24.86129189,-31.57686043,,,
-24.9354763,-31.57933426,,,
-25.03952217,-31.58709717,,,
-25.13822174,-31.59395027,,,
-25.22356606,-31.59515572,,,
-25.28816986,-31.58646202,,,
-25.38973236,-31.60695648,,,
-25.47375679,-31.60921478,,,
-25.5438118,-31.61623573,,,
-25.66584015,-31.61385345,,,
-25.72598839,-31.62355423,,,
-25.84101105,-31.62325287,,,
-25.90184593,-31.6280117,,,
-26.02157974,-31.62610245,,,
-26.06833839,-31.62778854,,,
-26.15716743,-31.63038063,,,
-26.24572754,-31.63581276,,,
-26.35300446,-31.64324951,,,
-26.4363842,-31.65462112,,,
-26.52231216,-31.65816307,,,
-26.59950829,-31.6625061,,,
-26.71297073,-31.66309547,,,
-26.76929092,-31.66915131,,,
-26.85587692,-31.67635536,,,
-26.91396713,-31.70304108,,,
-26.98641014,-31.70407867,,,
-27.08317184,-31.70138359,,,
-27.18083191,-31.71073532,,,
-27.28130531,-31.70873642,,,
-27.37297249,-31.71219444,,,
-27.46319199,-31.70949936,,,
-27.54702187,-31.72200394,,,
-27.63402748,-31.7346611,,,
-27.69299316,-31.72449493,,,
-27.78391838,-31.7291584,,,
-27.84949684,-31.73587036,,,
-27.94649506,-31.73635483,,,
-28.04047585,-31.73725319,,,
-28.14438248,-31.72628212,,,
-28.20231247,-31.74638939,,,
-28.31801987,-31.7364502,,,
-28.38823318,-31.75084305,,,
-28.49189949,-31.76002502,,,
-28.56566238,-31.74973869,,,
-28.65990257,-31.75631142,,,
-28.74542236,-31.75387192,,,
-28.83563614,-31.74842834,,,
-28.92048073,-31.75133133,,,
-29.00649643,-31.75905037,,,
-29.11666107,-31.7597847,,,
-29.20642662,-31.75910187,,,
-29.26635361,-31.75274277,,,
-29.37691498,-31.74692154,,,
-29.42754364,-31.75121117,,,
-29.55430794,-31.75032806,,,
-29.60214424,-31.7470665,,,
-29.7299633,-31.74831581,,,
-29.78492928,-31.74980545,,,
-29.89266205,-31.74544144,,,
-29.94805145,-31.74706268,,,
