field.pose.position.x,field.pose.position.y,,,,
1.456227064,-14.65456104,,,,
1.445200205,-14.75206852,,,,
1.475754619,-14.8392849,,,,
1.471452475,-14.91768742,,,,
1.481983066,-15.00251102,,,,
1.490160584,-15.08951664,,,,
1.49716711,-15.17635155,,,,
1.487650156,-15.24727726,,,,
1.5083884,-15.35195827,,,,
1.503447771,-15.43243027,,,,
1.542056918,-15.51852322,,,,
1.531491876,-15.60194683,,,,
1.585188866,-15.69107246,,,,
1.577760577,-15.76770782,,,,
1.608371973,-15.8351469,,,,
1.604267001,-15.95052814,,,,
1.6134758,-16.04346848,,,,
1.651775241,-16.11637497,,,,
1.639508605,-16.1950531,,,,
1.654635906,-16.25692558,,,,
1.667203188,-16.31201935,,,,
1.66473043,-16.4072876,,,,
1.67659533,-16.51995087,,,,
1.6999259,-16.59961128,,,,
1.69806397,-16.68541908,,,,
1.739791274,-16.77600288,,,,
1.750948787,-16.84349251,,,,
1.766131878,-16.91798019,,,,
1.766587853,-17.01147842,,,,
1.781938434,-17.09144402,,,,
1.80381012,-17.20189476,,,,
1.822312832,-17.28827286,,,,
1.84672451,-17.37433624,,,,
1.857292056,-17.46348381,,,,
1.86689651,-17.53623962,,,,
1.907932162,-17.59070587,,,,
1.929255247,-17.66645241,,,,
1.914481759,-17.73402977,,,,
1.925935626,-17.8409996,,,,
1.960646272,-17.93346214,,,,
1.974405527,-18.01087952,,,,
1.976483822,-18.09508896,,,,
1.989120603,-18.19322205,,,,
2.003728867,-18.27848244,,,,
2.021439791,-18.37553406,,,,
2.027727127,-18.46799469,,,,
2.029720545,-18.54041481,,,,
2.060084581,-18.62180519,,,,
2.079833269,-18.71244621,,,,
2.090097904,-18.79995728,,,,
2.095437288,-18.85655975,,,,
2.110455275,-18.95273209,,,,
2.116786003,-19.04371071,,,,
2.160854101,-19.12827683,,,,
2.170870066,-19.2098484,,,,
2.168890953,-19.30289841,,,,
2.174906254,-19.38183975,,,,
2.180110931,-19.48232269,,,,
2.202814102,-19.56273842,,,,
2.226448774,-19.65426636,,,,
2.217030525,-19.75158501,,,,
2.250174522,-19.82207298,,,,
2.25469017,-19.90876198,,,,
2.251324654,-20.00028992,,,,
2.273206949,-20.06606674,,,,
2.281221628,-20.16070938,,,,
2.287920952,-20.25699615,,,,
2.295237064,-20.3516407,,,,
2.314165115,-20.40634346,,,,
2.307025671,-20.4963913,,,,
2.331805706,-20.58556557,,,,
2.319450617,-20.67835808,,,,
2.343842506,-20.77590752,,,,
2.357047558,-20.87103462,,,,
2.365810871,-20.93594933,,,,
2.381286144,-21.01307106,,,,
2.386567831,-21.06516075,,,,
2.388086319,-21.13164711,,,,
2.399515867,-21.21774292,,,,
2.403851748,-21.30875397,,,,
2.413116217,-21.38349152,,,,
2.418464661,-21.45403671,,,,
2.410624981,-21.5412674,,,,
2.425424814,-21.62396622,,,,
2.421929121,-21.70772743,,,,
2.428581238,-21.79752922,,,,
2.446516991,-21.86771774,,,,
2.413873672,-21.9521904,,,,
2.440928221,-22.01859474,,,,
2.437278986,-22.07413864,,,,
2.433069944,-22.1808567,,,,
2.432757378,-22.24903107,,,,
2.442184448,-22.32473183,,,,
2.449625969,-22.40125084,,,,
2.446724653,-22.50803375,,,,
2.430659056,-22.60853195,,,,
2.454977751,-22.69850922,,,,
2.458811283,-22.77925301,,,,
2.460562944,-22.85478401,,,,
2.456525087,-22.95113182,,,,
2.458843708,-23.03066635,,,,
2.441036463,-23.0807209,,,,
2.440609455,-23.19215965,,,,
2.443075657,-23.25839043,,,,
2.441568851,-23.32763672,,,,
2.425825596,-23.40117836,,,,
2.417901278,-23.49585152,,,,
2.405802965,-23.59009361,,,,
2.430882931,-23.66107178,,,,
2.409581423,-23.76096535,,,,
2.414054394,-23.82075691,,,,
2.367640018,-23.91354752,,,,
2.39140892,-24.00906754,,,,
2.354351997,-24.09214401,,,,
2.377444506,-24.15822792,,,,
2.354691744,-24.2562809,,,,
2.353492022,-24.31034088,,,,
2.308723211,-24.38813019,,,,
2.336476326,-24.47973824,,,,
2.330369234,-24.55825233,,,,
2.322701931,-24.62545776,,,,
2.280405045,-24.7130146,,,,
2.290624857,-24.8052578,,,,
2.269249439,-24.86537361,,,,
2.26306057,-24.92144966,,,,
2.223731518,-24.99918365,,,,
2.198420525,-25.09547424,,,,
2.194686413,-25.19677734,,,,
2.179525375,-25.29889679,,,,
2.177325249,-25.38145256,,,,
2.136306763,-25.46888161,,,,
2.12802577,-25.53354073,,,,
2.116753817,-25.60414696,,,,
2.101607561,-25.66527367,,,,
2.082392931,-25.77500916,,,,
2.07551527,-25.87961388,,,,
2.036714792,-25.94412613,,,,
2.039200544,-26.03116035,,,,
2.011100292,-26.10368538,,,,
1.973572254,-26.17585564,,,,
1.953645229,-26.2461071,,,,
1.931489468,-26.31165695,,,,
1.900695801,-26.39706612,,,,
1.866422176,-26.45757294,,,,
1.864737272,-26.56832314,,,,
1.827373862,-26.62493706,,,,
1.833622694,-26.70622444,,,,
1.808083177,-26.78954315,,,,
1.769659281,-26.8768692,,,,
1.739364505,-26.93205833,,,,
1.716002584,-27.04201508,,,,
1.694456577,-27.14255714,,,,
1.664929986,-27.23005676,,,,
1.621674299,-27.30564117,,,,
1.592195868,-27.38951683,,,,
1.536687493,-27.45269585,,,,
1.534672737,-27.5316143,,,,
1.514012456,-27.614254,,,,
1.451752305,-27.63077736,,,,
1.446863055,-27.77974319,,,,
1.420891047,-27.84828377,,,,
1.396012068,-27.92074203,,,,
1.354914546,-28.00089455,,,,
1.304767489,-28.07728195,,,,
1.270566702,-28.14159393,,,,
1.207854748,-28.21346855,,,,
1.180240035,-28.28546333,,,,
1.168483377,-28.37322235,,,,
1.120120645,-28.42505074,,,,
1.088722944,-28.50352478,,,,
1.050691485,-28.57991791,,,,
1.02311337,-28.65216827,,,,
0.950810254,-28.72069168,,,,
0.956948876,-28.78967857,,,,
0.907269478,-28.87342644,,,,
0.870103896,-28.95708466,,,,
0.846565068,-29.01075172,,,,
0.775318325,-29.0811348,,,,
0.767937481,-29.14870262,,,,
0.704551339,-29.21486282,,,,
0.682236969,-29.27970314,,,,
0.624014139,-29.34028625,,,,
0.685781062,-29.43708992,,,,
0.625586212,-29.48060608,,,,
0.529441357,-29.53738976,,,,
0.442851573,-29.61373138,,,,
0.383759737,-29.67074776,,,,
0.325711697,-29.72951889,,,,
0.282900333,-29.79876709,,,,
0.230491638,-29.86289024,,,,
0.164296806,-29.90252304,,,,
0.13646847,-29.97287178,,,,
0.086975649,-30.04079437,,,,
0.036639832,-30.10110664,,,,
-0.001571224,-30.18019295,,,,
-0.083658896,-30.22877693,,,,
-0.105025239,-30.28672028,,,,
-0.157819003,-30.3427372,,,,
-0.181946948,-30.42039871,,,,
-0.249820575,-30.47377014,,,,
-0.256668359,-30.53721237,,,,
-0.315796822,-30.588871,,,,
-0.37774992,-30.64982224,,,,
-0.441965848,-30.70596886,,,,
-0.505561352,-30.76373863,,,,
-0.594085038,-30.81263924,,,,
-0.626548171,-30.87712479,,,,
-0.728128791,-30.92432785,,,,
-0.777511179,-30.98468781,,,,
-0.664007604,-31.06679916,,,,
-0.910463929,-31.09204292,,,,
-0.964114547,-31.15468407,,,,
-1.026646137,-31.21460152,,,,
-1.086588383,-31.26807022,,,,
-1.127046824,-31.32264519,,,,
-1.196143985,-31.37256241,,,,
-1.228782296,-31.40990067,,,,
-1.293913126,-31.4793644,,,,
-1.363764882,-31.53090668,,,,
-1.437822819,-31.57605553,,,,
-1.494023919,-31.6237278,,,,
-1.567422748,-31.67316628,,,,
-1.640605927,-31.71751976,,,,
-1.704027295,-31.74782562,,,,
-1.750720501,-31.81252098,,,,
-1.84828949,-31.86875725,,,,
-1.905294299,-31.91472816,,,,
-1.966894627,-31.95215034,,,,
-2.015429735,-31.99846458,,,,
-2.120261431,-32.0362587,,,,
-2.174841166,-32.07861328,,,,
-2.236615658,-32.11825562,,,,
-2.292634964,-32.15858078,,,,
-2.369573355,-32.20985413,,,,
-2.430904865,-32.26226807,,,,
-2.474819899,-32.30863571,,,,
-2.567317963,-32.34149551,,,,
-2.610953808,-32.3778038,,,,
-2.71949172,-32.40418243,,,,
-2.753948689,-32.4539566,,,,
-2.831712008,-32.49150848,,,,
-2.879872084,-32.53512573,,,,
-2.961593628,-32.56755066,,,,
-3.041927576,-32.61597443,,,,
-3.10698247,-32.65491486,,,,
-3.216049194,-32.65645599,,,,
-3.278739929,-32.69051743,,,,
-3.3433218,-32.73051453,,,,
-3.426522017,-32.77051926,,,,
-3.492209435,-32.80758667,,,,
-3.573991776,-32.83987427,,,,
-3.650895119,-32.86365128,,,,
-3.696964502,-32.89078522,,,,
-3.779747725,-32.93062973,,,,
-3.87897563,-32.96232224,,,,
-3.95142436,-32.98657608,,,,
-4.018517971,-33.02823257,,,,
-4.100157261,-33.05111313,,,,
-4.174866676,-33.07376862,,,,
-4.242316723,-33.09742355,,,,
-4.323917389,-33.13107681,,,,
-4.417870998,-33.14438629,,,,
-4.487833023,-33.17306519,,,,
-4.542041779,-33.21176147,,,,
-4.6381464,-33.22363663,,,,
-4.712041378,-33.2677803,,,,
-4.764898777,-33.30262375,,,,
-4.881623268,-33.31069565,,,,
-4.92042017,-33.34581375,,,,
-5.021582127,-33.36559296,,,,
-5.082515717,-33.35778046,,,,
-5.177834511,-33.39920044,,,,
-5.25356245,-33.42507935,,,,
-5.323871613,-33.44602203,,,,
-5.416802406,-33.46804428,,,,
-5.487694263,-33.4911499,,,,
-5.562010288,-33.51514816,,,,
-5.660349369,-33.53477478,,,,
-5.734447479,-33.53419113,,,,
-5.818417549,-33.55028152,,,,
-5.89310503,-33.55738449,,,,
-5.976481438,-33.59370804,,,,
-6.052730083,-33.61541367,,,,
-6.140758514,-33.63457489,,,,
-6.208714962,-33.65147781,,,,
-6.296482563,-33.65937805,,,,
-6.383769512,-33.66713715,,,,
-6.469202995,-33.67752838,,,,
-6.551541805,-33.69802856,,,,
-6.638804913,-33.71817398,,,,
-6.715874195,-33.72726822,,,,
-6.833795071,-33.71986389,,,,
-6.890794754,-33.748909,,,,
-6.970635414,-33.76128387,,,,
-7.044580936,-33.77124023,,,,
-7.125005245,-33.78342056,,,,
-7.203661442,-33.78704834,,,,
-7.281147003,-33.80318069,,,,
-7.384305954,-33.80143356,,,,
-7.426067352,-33.81703186,,,,
-7.543134689,-33.8038559,,,,
-7.629383564,-33.83401871,,,,
-7.724676132,-33.8355751,,,,
-7.786013126,-33.85373688,,,,
-7.898994923,-33.84992981,,,,
-7.95567894,-33.8629837,,,,
-8.074090958,-33.8666954,,,,
-8.125248909,-33.87688828,,,,
-8.252067566,-33.87033844,,,,
-8.303219795,-33.87664795,,,,
-8.395390511,-33.88318634,,,,
-8.454580307,-33.89286804,,,,
-8.561051369,-33.89659119,,,,
-8.608319283,-33.8986702,,,,
-8.72094059,-33.89915085,,,,
-8.776518822,-33.90803528,,,,
-8.878207207,-33.90268326,,,,
-8.961725235,-33.89886475,,,,
-9.062261581,-33.89846802,,,,
-9.109658241,-33.89754868,,,,
-9.223575592,-33.89648438,,,,
-9.284311295,-33.89302063,,,,
-9.384048462,-33.90171051,,,,
-9.451300621,-33.89985657,,,,
-9.547397614,-33.90258789,,,,
-9.632187843,-33.90290833,,,,
-9.719614983,-33.90010452,,,,
-9.814088821,-33.88995361,,,,
-9.892136574,-33.88656616,,,,
-9.979631424,-33.88550949,,,,
-10.0551796,-33.88132477,,,,
-10.1362114,-33.87773514,,,,
-10.22255993,-33.87428284,,,,
-10.31928825,-33.87141037,,,,
-10.41000843,-33.8567276,,,,
-10.51814461,-33.83267212,,,,
-10.60211086,-33.83449936,,,,
-10.69062328,-33.83001709,,,,
-10.76675892,-33.82269287,,,,
-10.8429575,-33.81458664,,,,
-10.92056561,-33.81454849,,,,
-11.02005291,-33.80544281,,,,
-11.11335659,-33.79510498,,,,
-11.20303345,-33.77815247,,,,
-11.28407192,-33.77510071,,,,
-11.37627506,-33.76475525,,,,
-11.46872044,-33.76338577,,,,
-11.56792736,-33.72680664,,,,
-11.65256977,-33.733284,,,,
-11.72288513,-33.72585297,,,,
-11.8333149,-33.71191406,,,,
-11.90317535,-33.69876099,,,,
-11.96428108,-33.69219208,,,,
-12.07347012,-33.6818428,,,,
-12.15931606,-33.67047501,,,,
-12.25397396,-33.65839386,,,,
-12.33470535,-33.6493988,,,,
-12.43664742,-33.62914658,,,,
-12.52393436,-33.61392593,,,,
-12.6104641,-33.60979843,,,,
-12.68925667,-33.60333633,,,,
-12.76332188,-33.60456085,,,,
-12.83630276,-33.58277893,,,,
-12.94077301,-33.5695076,,,,
-13.01599121,-33.55648804,,,,
-13.09399128,-33.54506683,,,,
-13.17315006,-33.53772736,,,,
-13.25815201,-33.51615524,,,,
-13.36644173,-33.53157425,,,,
-13.45005131,-33.50966263,,,,
-13.54089069,-33.48477173,,,,
-13.62402344,-33.46079254,,,,
-13.72241116,-33.44375992,,,,
-13.79533768,-33.43486786,,,,
-13.89223385,-33.41986465,,,,
-13.98144054,-33.40623093,,,,
-14.08824825,-33.38326263,,,,
-14.12381172,-33.37891769,,,,
-14.21855164,-33.36226654,,,,
-14.2959547,-33.32651901,,,,
-14.39743328,-33.32466125,,,,
-14.45647621,-33.31132507,,,,
-14.55635262,-33.29232025,,,,
-14.64023972,-33.27770996,,,,
-14.72852421,-33.25998306,,,,
-14.81548119,-33.2414856,,,,
-14.90630627,-33.21796036,,,,
-14.98672009,-33.20215607,,,,
-15.0794611,-33.18088531,,,,
-15.15848827,-33.16369247,,,,
-15.25377178,-33.14191437,,,,
-15.3445425,-33.13101959,,,,
-15.43124294,-33.11433411,,,,
-15.51513672,-33.08255005,,,,
-15.6076498,-33.06327057,,,,
-15.70140457,-33.03787231,,,,
-15.77312851,-33.02441025,,,,
-15.86393261,-33.00645447,,,,
-15.95166302,-32.98312378,,,,
-16.04920387,-32.96663284,,,,
-16.14837456,-32.94846344,,,,
-16.23752403,-32.92619705,,,,
-16.29316711,-32.90364075,,,,
-16.39256096,-32.87437058,,,,
-16.4869976,-32.86937332,,,,
-16.57504463,-32.86117554,,,,
-16.66375923,-32.84215927,,,,
-16.73633766,-32.80889893,,,,
-16.82006836,-32.76535797,,,,
-16.9125576,-32.76416779,,,,
-16.98626328,-32.73899841,,,,
-17.08549881,-32.72309494,,,,
-17.15695,-32.72145081,,,,
-17.25106049,-32.69639969,,,,
-17.33139038,-32.66265488,,,,
-17.41352081,-32.64445877,,,,
-17.48641586,-32.62400818,,,,
-17.68574905,-32.58322144,,,,
-17.78948402,-32.55201721,,,,
-17.87104034,-32.5273819,,,,
-17.95778084,-32.50499725,,,,
-18.03331757,-32.48222351,,,,
-18.1202507,-32.4647522,,,,
-18.19424438,-32.4622345,,,,
-18.30785179,-32.45588303,,,,
-18.39245415,-32.43057632,,,,
-18.45811081,-32.40419769,,,,
-18.53764153,-32.37597275,,,,
-18.61693001,-32.35178757,,,,
-18.78976631,-32.34013748,,,,
-18.87573433,-32.31623077,,,,
-19.04078865,-32.28563309,,,,
-19.28082466,-32.23453522,,,,
-19.4523468,-32.2014389,,,,
-19.5382309,-32.18241501,,,,
-19.62786102,-32.16959,,,,
-19.70894623,-32.15644836,,,,
-19.79438972,-32.14264679,,,,
-19.86631203,-32.12876511,,,,
-19.93573761,-32.11985779,,,,
-20.04821968,-32.09989548,,,,
-20.15319633,-32.0694046,,,,
-20.23037338,-32.05952072,,,,
-20.29467201,-32.04546738,,,,
-20.38451576,-32.04491806,,,,
-20.48638153,-32.03662491,,,,
-20.6480484,-32.00563431,,,,
-20.72978973,-31.99601746,,,,
-20.83454704,-31.97241211,,,,
-20.91444397,-31.96610641,,,,
-21.01303673,-31.96781921,,,,
-21.0922966,-31.93450928,,,,
-21.18297005,-31.91937828,,,,
-21.2614212,-31.90982056,,,,
-21.33482933,-31.88842583,,,,
-21.43142319,-31.87453842,,,,
-21.49899673,-31.88003349,,,,
-21.61340141,-31.87050056,,,,
-21.69208527,-31.85605812,,,,
-21.77412987,-31.84151077,,,,
-21.86754036,-31.83788109,,,,
-21.95291328,-31.83262253,,,,
-22.05219078,-31.82620049,,,,
-22.1304245,-31.81123352,,,,
-22.21536255,-31.79996681,,,,
-22.31261063,-31.79231453,,,,
-22.38093376,-31.77750778,,,,
-22.48308754,-31.77681732,,,,
-22.56248665,-31.77116203,,,,
-22.65591431,-31.75830078,,,,
-22.73866653,-31.75378227,,,,
-22.83542061,-31.7465992,,,,
-22.9161644,-31.73410988,,,,
-23.00030708,-31.72411919,,,,
-23.08529472,-31.71932411,,,,
-23.18910027,-31.71151161,,,,
-23.26838303,-31.70961189,,,,
-23.34602737,-31.70592308,,,,
-23.43038368,-31.69446564,,,,
-23.5150795,-31.68841553,,,,
-23.60934639,-31.68201256,,,,
-23.71066856,-31.66065598,,,,
-23.76950836,-31.67035484,,,,
-23.86322594,-31.67442703,,,,
-23.95218277,-31.66220474,,,,
-24.03344536,-31.66163254,,,,
-24.12393761,-31.65748978,,,,
-24.21086121,-31.65293884,,,,
-24.31703377,-31.63651276,,,,
-24.37833786,-31.64753914,,,,
-24.47767067,-31.63710213,,,,
-24.5431118,-31.63404274,,,,
-24.66340446,-31.62912178,,,,
-24.70416832,-31.62035942,,,,
-24.8216114,-31.61877632,,,,
-24.88902473,-31.61767006,,,,
-24.99754334,-31.60577583,,,,
-25.07556343,-31.60449982,,,,
-25.16300201,-31.60962296,,,,
-25.24648476,-31.61370087,,,,
-25.32689285,-31.60637283,,,,
-25.40963936,-31.60712814,,,,
-25.49770737,-31.60622787,,,,
-25.60309219,-31.59680367,,,,
-25.68390465,-31.60025215,,,,
-25.76215935,-31.5987854,,,,
-25.84053802,-31.59863472,,,,
-25.92445946,-31.58875275,,,,
-26.01597977,-31.57867813,,,,
-26.10382652,-31.5789566,,,,
-26.1713829,-31.59590912,,,,
-26.28534126,-31.59322929,,,,
-26.35070419,-31.5961628,,,,
-26.46987915,-31.60112,,,,
-26.50878143,-31.60341263,,,,
-26.61642647,-31.59695816,,,,
-26.70367622,-31.60320091,,,,
-26.79469299,-31.59992218,,,,
-26.87614822,-31.60388947,,,,
-26.98241043,-31.60964966,,,,
-27.04608917,-31.60536766,,,,
-27.15738297,-31.60355568,,,,
-27.21090317,-31.6053772,,,,
-27.32904053,-31.60309601,,,,
-27.37563324,-31.60775948,,,,
-27.4889946,-31.61217499,,,,
-27.56839752,-31.61974907,,,,
-27.66784477,-31.61789894,,,,
-27.7346077,-31.62215042,,,,
